model_file,repeat,n_per_pass,total_inferences,wall_time_s,lat_mean_ms,accuracy,input_size,P_idle_W,P_load_W,energy_total_mWh,energy_per_inf_mWh,energy_neta_per_inf_mWh
repvit_m1_fp16.onnx,3,750,2250,318.11,118.233,0.9667,224,2,5.40,000487,0.216444,0.137899
