model_file,repeat,n_per_pass,total_inferences,wall_time_s,lat_mean_ms,accuracy,input_size,P_idle_W,P_load_W,energy_total_mWh,energy_per_inf_mWh,energy_neta_per_inf_mWh
efficientnetv2_b0_fp16.onnx,3,750,2250,246.89,86.554,0.952,224,2.10,5.42,000389,0.172889,0.10888
